# cell_size_um=20.0, domain_size_um=1500.0, description="3D spheroid pattern with 5000 cells"
x,y,z,phenotype,gene_Proliferation,gene_glycoATP,gene_mitoATP
36,39,35,Growth_Arrest,false,false,false
36,39,39,Growth_Arrest,false,true,true
37,34,37,Growth_Arrest,false,true,false
37,37,34,Growth_Arrest,false,true,false
37,37,40,Growth_Arrest,false,false,true
37,40,37,Growth_Arrest,false,true,true
38,35,35,Growth_Arrest,false,true,true
38,35,39,Growth_Arrest,false,false,false
38,39,35,Growth_Arrest,false,false,false
38,39,39,Growth_Arrest,false,true,false
39,35,36,Growth_Arrest,false,true,true
39,35,38,Growth_Arrest,false,true,true
39,36,35,Growth_Arrest,false,true,false
39,36,39,Growth_Arrest,false,false,true
39,38,35,Growth_Arrest,false,false,false
39,38,39,Growth_Arrest,false,true,false
39,39,36,Growth_Arrest,false,true,true
39,39,38,Growth_Arrest,false,true,false
40,37,37,Growth_Arrest,false,false,true
34,36,37,Growth_Arrest,false,false,true
34,37,36,Growth_Arrest,false,true,true
34,37,38,Growth_Arrest,false,false,false
34,38,37,Growth_Arrest,false,true,false
36,34,37,Growth_Arrest,false,false,true
36,37,34,Growth_Arrest,false,true,true
36,37,40,Growth_Arrest,false,true,false
36,40,37,Growth_Arrest,false,true,true
37,34,36,Growth_Arrest,false,false,true
37,34,38,Growth_Arrest,false,true,true
37,36,34,Growth_Arrest,false,true,true
37,36,40,Growth_Arrest,false,false,false
37,38,34,Growth_Arrest,false,true,true
37,38,40,Growth_Arrest,false,true,true
37,40,36,Growth_Arrest,false,true,true
37,40,38,Growth_Arrest,false,true,true
38,34,37,Growth_Arrest,false,true,true
38,37,34,Growth_Arrest,false,true,false
38,37,40,Growth_Arrest,false,false,false
38,40,37,Growth_Arrest,false,true,false
40,36,37,Growth_Arrest,false,false,true
40,37,36,Growth_Arrest,false,false,true
40,37,38,Growth_Arrest,false,false,false
40,38,37,Growth_Arrest,false,true,false
34,36,36,Growth_Arrest,false,false,true
34,36,38,Growth_Arrest,false,true,false
34,38,36,Growth_Arrest,false,true,false
34,38,38,Growth_Arrest,false,false,true
36,34,36,Growth_Arrest,false,true,true
36,34,38,Growth_Arrest,false,true,true
36,36,34,Growth_Arrest,false,true,false
36,36,40,Growth_Arrest,false,true,false
36,38,34,Growth_Arrest,false,false,false
36,38,40,Growth_Arrest,false,false,true
36,40,36,Growth_Arrest,false,true,true
36,40,38,Growth_Arrest,false,false,false
38,34,36,Growth_Arrest,false,false,false
38,34,38,Growth_Arrest,false,true,true
38,36,34,Growth_Arrest,false,true,false
38,36,40,Growth_Arrest,false,true,true
38,38,34,Growth_Arrest,false,true,true
38,38,40,Growth_Arrest,false,false,false
38,40,36,Growth_Arrest,false,false,true
38,40,38,Growth_Arrest,false,false,false
40,36,36,Growth_Arrest,false,false,false
40,36,38,Growth_Arrest,false,true,true
40,38,36,Growth_Arrest,false,false,false
40,38,38,Growth_Arrest,false,false,false
35,35,35,Growth_Arrest,false,false,false
35,35,39,Growth_Arrest,false,false,true
35,39,35,Growth_Arrest,false,true,false
35,39,39,Growth_Arrest,false,false,true
39,35,35,Growth_Arrest,false,true,true
39,35,39,Growth_Arrest,false,true,false
39,39,35,Growth_Arrest,false,false,true
39,39,39,Growth_Arrest,false,false,true
34,35,37,Growth_Arrest,false,true,true
34,37,35,Growth_Arrest,false,false,true
34,37,39,Growth_Arrest,false,false,true
34,39,37,Growth_Arrest,false,true,false
35,34,37,Growth_Arrest,false,true,true
35,37,34,Growth_Arrest,false,false,false
35,37,40,Growth_Arrest,false,false,false
35,40,37,Growth_Arrest,false,false,true
37,34,35,Growth_Arrest,false,false,false
37,34,39,Growth_Arrest,false,true,false
37,35,34,Growth_Arrest,false,true,false
37,35,40,Growth_Arrest,false,false,true
37,39,34,Growth_Arrest,false,true,true
37,39,40,Growth_Arrest,false,true,true
37,40,35,Growth_Arrest,false,false,false
37,40,39,Growth_Arrest,false,true,true
39,34,37,Growth_Arrest,false,true,false
39,37,34,Growth_Arrest,false,false,true
39,37,40,Growth_Arrest,false,false,true
39,40,37,Growth_Arrest,false,true,false
40,35,37,Growth_Arrest,false,true,true
40,37,35,Growth_Arrest,false,false,true
40,37,39,Growth_Arrest,false,true,true
40,39,37,Growth_Arrest,false,false,true
34,35,36,Growth_Arrest,false,false,false
34,35,38,Growth_Arrest,false,true,false
34,36,35,Growth_Arrest,false,false,true
34,36,39,Growth_Arrest,false,true,true
34,38,35,Growth_Arrest,false,true,false
34,38,39,Growth_Arrest,false,false,false
34,39,36,Growth_Arrest,false,true,true
34,39,38,Growth_Arrest,false,true,true
35,34,36,Growth_Arrest,false,false,false
35,34,38,Growth_Arrest,false,false,true
35,36,34,Growth_Arrest,false,false,true
35,36,40,Growth_Arrest,false,false,false
35,38,34,Growth_Arrest,false,false,true
35,38,40,Growth_Arrest,false,true,false
35,40,36,Growth_Arrest,false,false,true
35,40,38,Growth_Arrest,false,false,true
36,34,35,Growth_Arrest,false,true,false
36,34,39,Growth_Arrest,false,false,true
36,35,34,Growth_Arrest,false,false,false
36,35,40,Growth_Arrest,false,true,true
36,39,34,Growth_Arrest,false,true,true
36,39,40,Growth_Arrest,false,false,false
36,40,35,Growth_Arrest,false,true,true
36,40,39,Growth_Arrest,false,false,true
38,34,35,Growth_Arrest,false,false,false
38,34,39,Growth_Arrest,false,false,false
38,35,34,Growth_Arrest,false,false,false
38,35,40,Growth_Arrest,false,false,true
38,39,34,Growth_Arrest,false,true,true
38,39,40,Growth_Arrest,false,true,false
38,40,35,Growth_Arrest,false,false,true
38,40,39,Growth_Arrest,false,false,true
39,34,36,Growth_Arrest,false,false,true
39,34,38,Growth_Arrest,false,false,true
39,36,34,Growth_Arrest,false,true,true
39,36,40,Growth_Arrest,false,false,true
39,38,34,Growth_Arrest,false,true,true
39,38,40,Growth_Arrest,false,true,true
39,40,36,Growth_Arrest,false,false,true
39,40,38,Growth_Arrest,false,true,true
40,35,36,Growth_Arrest,false,false,false
40,35,38,Growth_Arrest,false,true,true
40,36,35,Growth_Arrest,false,false,true
40,36,39,Growth_Arrest,false,false,false
40,38,35,Growth_Arrest,false,false,false
40,38,39,Growth_Arrest,false,true,false
40,39,36,Growth_Arrest,false,true,true
40,39,38,Growth_Arrest,false,true,true
33,37,37,Growth_Arrest,false,false,true
37,33,37,Growth_Arrest,false,true,false
37,37,33,Growth_Arrest,false,true,true
37,37,41,Growth_Arrest,false,true,true
37,41,37,Growth_Arrest,false,true,false
41,37,37,Growth_Arrest,false,true,true
33,36,37,Growth_Arrest,false,false,false
33,37,36,Growth_Arrest,false,false,true
33,37,38,Growth_Arrest,false,true,false
33,38,37,Growth_Arrest,false,true,false
34,35,35,Growth_Arrest,false,true,true
34,35,39,Growth_Arrest,false,true,false
34,39,35,Growth_Arrest,false,false,false
34,39,39,Growth_Arrest,false,false,true
35,34,35,Growth_Arrest,false,true,true
35,34,39,Growth_Arrest,false,true,true
35,35,34,Growth_Arrest,false,true,true
35,35,40,Growth_Arrest,false,true,false
35,39,34,Growth_Arrest,false,false,false
35,39,40,Growth_Arrest,false,true,true
35,40,35,Growth_Arrest,false,false,true
35,40,39,Growth_Arrest,false,true,false
36,33,37,Growth_Arrest,false,false,true
36,37,33,Growth_Arrest,false,true,true
36,37,41,Growth_Arrest,false,true,true
36,41,37,Growth_Arrest,false,true,true
37,33,36,Growth_Arrest,false,true,false
37,33,38,Growth_Arrest,false,false,false
37,36,33,Growth_Arrest,false,true,true
37,36,41,Growth_Arrest,false,true,false
37,38,33,Growth_Arrest,false,false,false
37,38,41,Growth_Arrest,false,false,true
37,41,36,Growth_Arrest,false,false,false
37,41,38,Growth_Arrest,false,true,false
38,33,37,Growth_Arrest,false,true,true
38,37,33,Growth_Arrest,false,false,true
38,37,41,Growth_Arrest,false,true,true
38,41,37,Growth_Arrest,false,false,true
39,34,35,Growth_Arrest,false,false,false
39,34,39,Growth_Arrest,false,false,true
39,35,34,Growth_Arrest,false,false,false
39,35,40,Growth_Arrest,false,true,false
39,39,34,Growth_Arrest,false,false,false
39,39,40,Growth_Arrest,false,false,false
39,40,35,Growth_Arrest,false,false,true
39,40,39,Growth_Arrest,false,false,false
40,35,35,Growth_Arrest,false,true,false
40,35,39,Growth_Arrest,false,true,false
40,39,35,Growth_Arrest,false,false,false
40,39,39,Growth_Arrest,false,false,false
41,36,37,Growth_Arrest,false,false,false
41,37,36,Growth_Arrest,false,false,false
41,37,38,Growth_Arrest,false,false,false
41,38,37,Growth_Arrest,false,true,true
33,36,36,Growth_Arrest,false,false,true
33,36,38,Growth_Arrest,false,true,false
33,38,36,Growth_Arrest,false,true,true
33,38,38,Growth_Arrest,false,false,false
34,34,37,Growth_Arrest,false,true,true
34,37,34,Growth_Arrest,false,false,false
34,37,40,Growth_Arrest,false,false,false
34,40,37,Growth_Arrest,false,true,false
36,33,36,Growth_Arrest,false,false,true
36,33,38,Growth_Arrest,false,false,false
36,36,33,Growth_Arrest,false,true,true
36,36,41,Growth_Arrest,false,true,true
36,38,33,Growth_Arrest,false,false,false
36,38,41,Growth_Arrest,false,true,false
36,41,36,Growth_Arrest,false,false,false
36,41,38,Growth_Arrest,false,false,false
37,34,34,Growth_Arrest,false,false,false
37,34,40,Growth_Arrest,false,false,true
37,40,34,Growth_Arrest,false,true,true
37,40,40,Growth_Arrest,false,true,false
38,33,36,Growth_Arrest,false,false,true
38,33,38,Growth_Arrest,false,true,true
38,36,33,Growth_Arrest,false,false,false
38,36,41,Growth_Arrest,false,false,false
38,38,33,Growth_Arrest,false,true,true
38,38,41,Growth_Arrest,false,false,true
38,41,36,Growth_Arrest,false,true,false
38,41,38,Growth_Arrest,false,false,false
40,34,37,Growth_Arrest,false,false,false
40,37,34,Growth_Arrest,false,false,false
40,37,40,Growth_Arrest,false,false,true
40,40,37,Growth_Arrest,false,false,true
41,36,36,Growth_Arrest,false,false,true
41,36,38,Growth_Arrest,false,false,false
41,38,36,Growth_Arrest,false,true,true
41,38,38,Growth_Arrest,false,true,false
34,34,36,Growth_Arrest,false,false,true
34,34,38,Growth_Arrest,false,true,true
34,36,34,Growth_Arrest,false,true,false
34,36,40,Growth_Arrest,false,true,false
34,38,34,Growth_Arrest,false,false,false
34,38,40,Growth_Arrest,false,true,false
34,40,36,Growth_Arrest,false,false,true
34,40,38,Growth_Arrest,false,false,true
36,34,34,Growth_Arrest,false,false,false
36,34,40,Growth_Arrest,false,true,false
36,40,34,Growth_Arrest,false,false,false
36,40,40,Growth_Arrest,false,false,true
38,34,34,Growth_Arrest,false,false,true
38,34,40,Growth_Arrest,false,false,true
38,40,34,Growth_Arrest,false,true,true
38,40,40,Growth_Arrest,false,false,false
40,34,36,Growth_Arrest,false,false,true
40,34,38,Growth_Arrest,false,true,true
40,36,34,Growth_Arrest,false,false,true
40,36,40,Growth_Arrest,false,true,false
40,38,34,Growth_Arrest,false,false,true
40,38,40,Growth_Arrest,false,true,true
40,40,36,Growth_Arrest,false,false,true
40,40,38,Growth_Arrest,false,false,false
33,35,37,Growth_Arrest,false,false,true
33,37,35,Growth_Arrest,false,true,true
33,37,39,Growth_Arrest,false,false,true
33,39,37,Growth_Arrest,false,false,true
35,33,37,Growth_Arrest,false,false,false
35,37,33,Growth_Arrest,false,false,false
35,37,41,Growth_Arrest,false,true,true
35,41,37,Growth_Arrest,false,false,true
37,33,35,Growth_Arrest,false,false,true
37,33,39,Growth_Arrest,false,true,true
37,35,33,Growth_Arrest,false,false,true
37,35,41,Growth_Arrest,false,true,false
37,39,33,Growth_Arrest,false,false,true
37,39,41,Growth_Arrest,false,true,true
37,41,35,Growth_Arrest,false,true,true
37,41,39,Growth_Arrest,false,false,false
39,33,37,Growth_Arrest,false,false,true
39,37,33,Growth_Arrest,false,false,true
39,37,41,Growth_Arrest,false,true,true
39,41,37,Growth_Arrest,false,false,true
41,35,37,Growth_Arrest,false,false,true
41,37,35,Growth_Arrest,false,false,false
41,37,39,Growth_Arrest,false,true,false
41,39,37,Growth_Arrest,false,false,true
33,35,36,Growth_Arrest,false,true,true
33,35,38,Growth_Arrest,false,true,true
33,36,35,Growth_Arrest,false,false,false
33,36,39,Growth_Arrest,false,false,true
33,38,35,Growth_Arrest,false,true,false
33,38,39,Growth_Arrest,false,false,true
33,39,36,Growth_Arrest,false,false,true
33,39,38,Growth_Arrest,false,true,true
35,33,36,Growth_Arrest,false,false,true
35,33,38,Growth_Arrest,false,true,true
35,36,33,Growth_Arrest,false,true,true
35,36,41,Growth_Arrest,false,true,false
35,38,33,Growth_Arrest,false,true,true
35,38,41,Growth_Arrest,false,false,true
35,41,36,Growth_Arrest,false,true,true
35,41,38,Growth_Arrest,false,false,false
36,33,35,Growth_Arrest,false,true,true
36,33,39,Growth_Arrest,false,false,true
36,35,33,Growth_Arrest,false,true,true
36,35,41,Growth_Arrest,false,true,false
36,39,33,Growth_Arrest,false,false,false
36,39,41,Growth_Arrest,false,true,false
36,41,35,Growth_Arrest,false,false,false
36,41,39,Growth_Arrest,false,true,true
38,33,35,Growth_Arrest,false,false,false
38,33,39,Growth_Arrest,false,true,false
38,35,33,Growth_Arrest,false,false,false
38,35,41,Growth_Arrest,false,false,false
38,39,33,Growth_Arrest,false,false,false
38,39,41,Growth_Arrest,false,true,false
38,41,35,Growth_Arrest,false,true,true
38,41,39,Growth_Arrest,false,false,true
39,33,36,Growth_Arrest,false,false,true
39,33,38,Growth_Arrest,false,false,false
39,36,33,Growth_Arrest,false,false,true
39,36,41,Growth_Arrest,false,true,true
39,38,33,Growth_Arrest,false,false,true
39,38,41,Growth_Arrest,false,false,true
39,41,36,Growth_Arrest,false,false,false
39,41,38,Growth_Arrest,false,false,false
41,35,36,Growth_Arrest,false,true,false
41,35,38,Growth_Arrest,false,true,false
41,36,35,Growth_Arrest,false,true,false
41,36,39,Growth_Arrest,false,false,true
41,38,35,Growth_Arrest,false,false,false
41,38,39,Growth_Arrest,false,true,true
41,39,36,Growth_Arrest,false,false,false
41,39,38,Growth_Arrest,false,true,false
34,34,35,Growth_Arrest,false,false,false
34,34,39,Growth_Arrest,false,true,true
34,35,34,Growth_Arrest,false,false,false
34,35,40,Growth_Arrest,false,false,true
34,39,34,Growth_Arrest,false,false,false
34,39,40,Growth_Arrest,false,true,false
34,40,35,Growth_Arrest,false,true,false
34,40,39,Growth_Arrest,false,false,false
35,34,34,Growth_Arrest,false,true,true
35,34,40,Growth_Arrest,false,true,false
35,40,34,Growth_Arrest,false,true,false
35,40,40,Growth_Arrest,false,false,true
39,34,34,Growth_Arrest,false,false,false
39,34,40,Growth_Arrest,false,false,false
39,40,34,Growth_Arrest,false,false,true
39,40,40,Growth_Arrest,false,false,true
40,34,35,Growth_Arrest,false,true,false
40,34,39,Growth_Arrest,false,false,false
40,35,34,Growth_Arrest,false,true,false
40,35,40,Growth_Arrest,false,true,false
40,39,34,Growth_Arrest,false,true,false
40,39,40,Growth_Arrest,false,false,true
40,40,35,Growth_Arrest,false,true,false
40,40,39,Growth_Arrest,false,true,false
33,35,35,Growth_Arrest,false,true,true
33,35,39,Growth_Arrest,false,false,false
33,39,35,Growth_Arrest,false,false,true
33,39,39,Growth_Arrest,false,true,false
35,33,35,Growth_Arrest,false,false,true
35,33,39,Growth_Arrest,false,true,true
35,35,33,Growth_Arrest,false,false,false
35,35,41,Growth_Arrest,false,false,true
35,39,33,Growth_Arrest,false,false,true
35,39,41,Growth_Arrest,false,false,true
35,41,35,Growth_Arrest,false,true,true
35,41,39,Growth_Arrest,false,false,false
39,33,35,Growth_Arrest,false,false,true
39,33,39,Growth_Arrest,false,true,true
39,35,33,Growth_Arrest,false,true,true
39,35,41,Growth_Arrest,false,false,true
39,39,33,Growth_Arrest,false,false,false
39,39,41,Growth_Arrest,false,true,false
39,41,35,Growth_Arrest,false,false,true
39,41,39,Growth_Arrest,false,false,true
41,35,35,Growth_Arrest,false,false,false
41,35,39,Growth_Arrest,false,false,false
41,39,35,Growth_Arrest,false,true,false
41,39,39,Growth_Arrest,false,true,false
32,37,37,Growth_Arrest,false,true,true
33,34,37,Growth_Arrest,false,true,false
33,37,34,Growth_Arrest,false,false,false
33,37,40,Growth_Arrest,false,true,false
33,40,37,Growth_Arrest,false,false,true
34,33,37,Growth_Arrest,false,false,true
34,37,33,Growth_Arrest,false,false,false
34,37,41,Growth_Arrest,false,true,false
34,41,37,Growth_Arrest,false,true,false
37,32,37,Growth_Arrest,false,false,true
37,33,34,Growth_Arrest,false,true,true
37,33,40,Growth_Arrest,false,false,true
37,34,33,Growth_Arrest,false,false,false
37,34,41,Growth_Arrest,false,true,false
37,37,32,Growth_Arrest,false,true,false
37,37,42,Growth_Arrest,false,false,true
37,40,33,Growth_Arrest,false,true,true
37,40,41,Growth_Arrest,false,true,true
37,41,34,Growth_Arrest,false,true,true
37,41,40,Growth_Arrest,false,false,false
37,42,37,Growth_Arrest,false,false,true
40,33,37,Growth_Arrest,false,true,false
40,37,33,Growth_Arrest,false,true,true
40,37,41,Growth_Arrest,false,false,true
40,41,37,Growth_Arrest,false,true,false
41,34,37,Growth_Arrest,false,true,false
41,37,34,Growth_Arrest,false,true,true
41,37,40,Growth_Arrest,false,true,false
41,40,37,Growth_Arrest,false,true,true
42,37,37,Growth_Arrest,false,false,true
32,36,37,Growth_Arrest,false,false,true
32,37,36,Growth_Arrest,false,false,false
32,37,38,Growth_Arrest,false,false,true
32,38,37,Growth_Arrest,false,false,true
33,34,36,Growth_Arrest,false,false,false
33,34,38,Growth_Arrest,false,true,true
33,36,34,Growth_Arrest,false,false,true
33,36,40,Growth_Arrest,false,true,true
33,38,34,Growth_Arrest,false,false,false
33,38,40,Growth_Arrest,false,true,false
33,40,36,Growth_Arrest,false,true,true
33,40,38,Growth_Arrest,false,true,true
34,33,36,Growth_Arrest,false,true,false
34,33,38,Growth_Arrest,false,true,false
34,36,33,Growth_Arrest,false,false,true
34,36,41,Growth_Arrest,false,true,true
34,38,33,Growth_Arrest,false,true,false
34,38,41,Growth_Arrest,false,false,true
34,41,36,Growth_Arrest,false,false,false
34,41,38,Growth_Arrest,false,false,false
36,32,37,Growth_Arrest,false,false,false
36,33,34,Growth_Arrest,false,false,false
36,33,40,Growth_Arrest,false,true,false
36,34,33,Growth_Arrest,false,false,true
36,34,41,Growth_Arrest,false,false,true
36,37,32,Growth_Arrest,false,true,false
36,37,42,Growth_Arrest,false,false,true
36,40,33,Growth_Arrest,false,true,false
36,40,41,Growth_Arrest,false,true,false
36,41,34,Growth_Arrest,false,true,false
36,41,40,Growth_Arrest,false,true,true
36,42,37,Growth_Arrest,false,true,true
37,32,36,Growth_Arrest,false,false,false
37,32,38,Growth_Arrest,false,false,false
37,36,32,Growth_Arrest,false,true,false
37,36,42,Growth_Arrest,false,false,true
37,38,32,Growth_Arrest,false,true,true
37,38,42,Growth_Arrest,false,true,false
37,42,36,Growth_Arrest,false,false,true
37,42,38,Growth_Arrest,false,true,false
38,32,37,Growth_Arrest,false,true,false
38,33,34,Growth_Arrest,false,false,true
38,33,40,Growth_Arrest,false,true,true
38,34,33,Growth_Arrest,false,false,true
38,34,41,Growth_Arrest,false,false,false
38,37,32,Growth_Arrest,false,true,true
38,37,42,Growth_Arrest,false,true,true
38,40,33,Growth_Arrest,false,true,true
38,40,41,Growth_Arrest,false,false,false
38,41,34,Growth_Arrest,false,false,false
38,41,40,Growth_Arrest,false,true,false
38,42,37,Growth_Arrest,false,false,false
40,33,36,Growth_Arrest,false,true,false
40,33,38,Growth_Arrest,false,true,false
40,36,33,Growth_Arrest,false,false,true
40,36,41,Growth_Arrest,false,true,false
40,38,33,Growth_Arrest,false,true,true
40,38,41,Growth_Arrest,false,false,true
40,41,36,Growth_Arrest,false,true,true
40,41,38,Growth_Arrest,false,true,true
41,34,36,Growth_Arrest,false,true,true
41,34,38,Growth_Arrest,false,true,true
41,36,34,Growth_Arrest,false,true,true
41,36,40,Growth_Arrest,false,false,true
41,38,34,Growth_Arrest,false,true,false
41,38,40,Growth_Arrest,false,true,false
41,40,36,Growth_Arrest,false,false,true
41,40,38,Growth_Arrest,false,false,true
42,36,37,Growth_Arrest,false,true,true
42,37,36,Growth_Arrest,false,false,false
42,37,38,Growth_Arrest,false,true,true
42,38,37,Growth_Arrest,false,true,false
32,36,36,Growth_Arrest,false,true,true
32,36,38,Growth_Arrest,false,true,false
32,38,36,Growth_Arrest,false,true,true
32,38,38,Growth_Arrest,false,true,false
34,34,34,Growth_Arrest,false,true,true
34,34,40,Growth_Arrest,false,false,true
34,40,34,Growth_Arrest,false,true,false
34,40,40,Growth_Arrest,false,false,true
36,32,36,Growth_Arrest,false,false,true
36,32,38,Growth_Arrest,false,false,true
36,36,32,Growth_Arrest,false,false,true
36,36,42,Growth_Arrest,false,true,true
36,38,32,Growth_Arrest,false,true,false
36,38,42,Growth_Arrest,false,true,false
36,42,36,Growth_Arrest,false,false,false
36,42,38,Growth_Arrest,false,false,true
38,32,36,Growth_Arrest,false,true,false
38,32,38,Growth_Arrest,false,false,true
38,36,32,Growth_Arrest,false,false,false
38,36,42,Growth_Arrest,false,false,true
38,38,32,Growth_Arrest,false,true,false
38,38,42,Growth_Arrest,false,false,true
38,42,36,Growth_Arrest,false,true,false
38,42,38,Growth_Arrest,false,true,false
40,34,34,Growth_Arrest,false,false,true
40,34,40,Growth_Arrest,false,false,true
40,40,34,Growth_Arrest,false,false,false
40,40,40,Growth_Arrest,false,true,false
42,36,36,Growth_Arrest,false,true,false
42,36,38,Growth_Arrest,false,false,false
42,38,36,Growth_Arrest,false,true,false
42,38,38,Growth_Arrest,false,true,false
32,35,37,Growth_Arrest,false,true,false
32,37,35,Growth_Arrest,false,true,true
32,37,39,Growth_Arrest,false,true,true
32,39,37,Growth_Arrest,false,true,true
33,34,35,Growth_Arrest,false,false,false
33,34,39,Growth_Arrest,false,true,true
33,35,34,Growth_Arrest,false,true,false
33,35,40,Growth_Arrest,false,false,false
33,39,34,Growth_Arrest,false,true,false
33,39,40,Growth_Arrest,false,false,false
33,40,35,Growth_Arrest,false,false,true
33,40,39,Growth_Arrest,false,false,true
34,33,35,Growth_Arrest,false,false,false
34,33,39,Growth_Arrest,false,false,false
34,35,33,Growth_Arrest,false,false,false
34,35,41,Growth_Arrest,false,true,false
34,39,33,Growth_Arrest,false,true,true
34,39,41,Growth_Arrest,false,true,false
34,41,35,Growth_Arrest,false,false,false
34,41,39,Growth_Arrest,false,false,true
35,32,37,Growth_Arrest,false,false,false
35,33,34,Growth_Arrest,false,true,true
35,33,40,Growth_Arrest,false,true,false
35,34,33,Growth_Arrest,false,false,true
35,34,41,Growth_Arrest,false,false,false
35,37,32,Growth_Arrest,false,false,false
35,37,42,Growth_Arrest,false,false,false
35,40,33,Growth_Arrest,false,true,true
35,40,41,Growth_Arrest,false,true,false
35,41,34,Growth_Arrest,false,false,false
35,41,40,Growth_Arrest,false,true,true
35,42,37,Growth_Arrest,false,false,true
37,32,35,Growth_Arrest,false,false,true
37,32,39,Growth_Arrest,false,true,true
37,35,32,Growth_Arrest,false,true,true
37,35,42,Growth_Arrest,false,false,true
37,39,32,Growth_Arrest,false,false,true
37,39,42,Growth_Arrest,false,true,true
37,42,35,Growth_Arrest,false,false,true
37,42,39,Growth_Arrest,false,true,true
39,32,37,Growth_Arrest,false,false,false
39,33,34,Growth_Arrest,false,false,false
39,33,40,Growth_Arrest,false,true,false
39,34,33,Growth_Arrest,false,true,false
